id,host_id,bathrooms_text,bedrooms,beds
53143609,473974960,2 baths,2,3
5.63E+17,126503835,1 bath,2,2
6.90E+17,61408134,1 private bath,1,1
40756468,314151200,1 private bath,1,1
48255185,375678301,1 bath,,1
49172890,230705060,1.5 baths,3,6
50506735,10522872,3.5 baths,2,
53818763,435938215,1 private bath,1,1
6.01E+17,108030899,2 baths,5,6
6.32E+17,61408134,1 private bath,1,1
6.97E+17,107434423,1 bath,2,2
7.19E+17,107434423,1 bath,2,2
7.62E+17,324429663,1 bath,2,3
2743624,8511789,2 baths,1,2
36517175,133288905,2 baths,2,3
48403914,162109689,2 baths,2,2
5.51E+17,39553567,2.5 baths,4,6
6.85E+17,435938215,1 private bath,1,1
37497491,29637230,1.5 baths,3,5
42012197,211549023,1 bath,2,4
49377255,107434423,1.5 baths,2,2
50936202,8960577,1 bath,3,3
53688399,130946462,1 bath,1,
6.41E+17,162109689,2 baths,2,3
6.65E+17,426490985,1 bath,1,1
7.12E+17,435602416,2 baths,2,3
7.30E+17,305240193,1 bath,2,2
23264421,107434423,1 bath,1,1
42379755,296130757,1 shared bath,1,2
50568691,2955215,1 bath,2,2
50656857,407939379,1 bath,1,1
52399609,923465,2 baths,2,2
7.30E+17,305240193,1 bath,2,2
4800921,1559494,2 baths,4,10
21881605,159623005,1 bath,3,4
36804299,50453660,2 baths,2,2
51634632,399379000,1 bath,1,1
51725265,419043125,1 bath,2,3
5.48E+17,414079399,1.5 baths,3,3
28391441,214347105,1.5 baths,2,3
39177041,194940666,4 baths,4,4
51268773,341081198,1 private bath,,1
51269470,350397448,1 private bath,,1
6.09E+17,91571876,1 bath,1,1
9390729,15280538,4 baths,4,5
12191010,65482154,2.5 baths,3,4
19049402,105642760,1 bath,2,3
30443030,228571016,2 baths,2,3
40683527,315758129,1 bath,3,4
46420715,375216818,1 bath,1,1
46729966,377647905,1 private bath,2,3
48851881,334094481,2 baths,3,4
53555701,379398902,1 bath,,3
5.78E+17,435341575,1 bath,1,1
6.24E+17,286857496,1 bath,1,1
6.31E+17,345162226,1 bath,2,2
6.34E+17,15860096,1 bath,1,1
6.47E+17,451952055,1 bath,,2
6.85E+17,434413527,2 baths,3,4
5078828,3196390,3.5 baths,6,6
24993467,143739618,2 baths,3,3
34470953,255234351,1 private bath,1,1
51907246,411740512,1 bath,1,1
53759150,435405594,1 bath,2,4
6.72E+17,469822428,1 bath,1,1
6.89E+17,69246339,1 bath,2,2
36115258,271663737,1 bath,2,2
44899037,362433699,1 bath,2,3
48863697,7652744,1.5 baths,1,3
6.18E+17,4096046,2 baths,5,4
6.35E+17,460051201,1 bath,3,3
7.47E+17,377151,1 bath,1,2
7.49E+17,470859718,1 bath,1,2
20845031,107434423,1 bath,1,1
49468968,68077644,1 bath,1,2
6.51E+17,438014463,1 bath,2,1
1931609,9442045,2 baths,4,6
40756475,314151200,1 private bath,1,2
46480260,107434423,1 bath,1,1
49466942,304866105,1 bath,2,2
52582634,418115272,1 bath,3,4
6.12E+17,455683614,2.5 baths,3,5
6.49E+17,9750462,1 bath,1,2
7.46E+17,87970423,3 baths,3,4
7.59E+17,93062395,1 bath,3,3
8185845,30283594,1 bath,1,2
9879556,30283594,1 bath,1,2
26449881,17263833,1.5 baths,2,2
34683403,36630119,1 bath,,1
39316302,300815353,1 bath,1,1
40988010,147791016,1.5 baths,3,4
42704243,107434423,1 bath,2,2
43831018,7478124,2 baths,3,3
45671726,9419684,1 bath,1,2
49197208,147791016,1 bath,3,4
52508237,16182430,1 bath,1,2
53853009,435938215,1 private bath,1,1
53973505,435938215,1 private bath,1,1
6.14E+17,16182430,1 bath,1,1
6.67E+17,422439171,1 bath,1,1
2092827,1799971,1 bath,3,3
14027756,57162807,1 bath,2,2
21771006,104458,2.5 baths,3,3
32381165,499896,2 baths,5,8
40891496,20411840,3 baths,2,2
42404625,107434423,1 bath,1,1
42733887,206451695,2 shared baths,2,
43410866,24806910,1 bath,1,1
48490427,89680730,0 shared baths,,1
49435437,107434423,1.5 baths,2,2
53031638,14995408,2.5 baths,2,2
53049465,17968481,2 baths,3,5
53123360,409302638,1 bath,2,3
53701280,398073234,1 bath,3,3
54114542,87639559,1 bath,,1
6.10E+17,398073234,1 bath,3,6
6.23E+17,458308478,1 bath,1,1
6.24E+17,25080136,2 baths,2,2
6.43E+17,17984804,1 bath,1,1
6.95E+17,20204745,1 bath,1,1
6.97E+17,475785151,3 baths,5,7
7.60E+17,465891299,1 bath,1,1
7.64E+17,425159392,1 bath,2,2
4936254,22087408,1.5 baths,2,2
27291497,194684765,2.5 baths,3,5
39756235,305567753,2 baths,2,4
44799074,219517861,1 bath,,
53817729,435938215,1 private bath,1,1
53973043,435938215,1 private bath,1,1
54247733,435938215,1 private bath,1,1
5.64E+17,435938215,1 private bath,1,1
6.16E+17,107434423,2 baths,2,2
6.46E+17,435938215,1 bath,1,1
6.84E+17,435938215,1 private bath,1,1
6.85E+17,435938215,1 private bath,1,1
6.85E+17,435938215,1 private bath,1,1
13317650,75294999,2 baths,3,3
39758327,191009021,1 bath,1,2
46729892,377647905,1 private bath,2,3
49241564,107434423,1 bath,2,2
6.11E+17,455525453,2 baths,3,3
7.16E+17,107434423,2 baths,2,2
52257683,376734323,1 bath,1,1
53215182,352987237,1 bath,2,2
4178851,21680683,1 bath,2,2
8992894,46973966,2.5 baths,4,4
19056212,35078736,2.5 baths,3,3
48344749,38592279,1 private bath,,1
48345227,38592279,1 private bath,,1
7.11E+17,445492801,1 bath,3,3
45910,204539,2.5 baths,5,10
803778,4230317,2 baths,3,5
2298759,11741773,1 bath,,1
3236977,11494077,2 baths,2,2
3269281,1746811,2 baths,2,2
4128428,21416490,1 private bath,1,1
4623635,1136842,2 baths,5,4
9494304,224009,1 bath,1,2
10039579,7727013,1.5 baths,2,2
16289292,3018866,1 bath,1,1
19595195,137763012,1 bath,3,3
23669006,2965556,2.5 baths,4,7
29242599,7138174,2 baths,3,4
30394274,107434423,1 bath,1,1
34718504,6674394,2 baths,2,2
39772790,136941932,1 private bath,1,2
45763274,224009,1 bath,1,2
47590205,6568666,2 baths,3,3
49013592,31350052,2 shared baths,2,2
50327689,406416181,1 bath,2,4
53366926,6136924,1 bath,1,2
53926790,42069602,1.5 baths,3,5
54194995,311182339,2 baths,2,3
5.57E+17,156295223,2 baths,3,3
5.58E+17,30743518,2 baths,2,2
5.68E+17,2867137,2 baths,3,3
5.93E+17,23219783,1 bath,2,2
5.96E+17,450580547,2 baths,3,3
6.34E+17,460725217,1 bath,1,1
6.70E+17,214691837,2 baths,2,2
6.85E+17,24552104,2 baths,1,3
6.99E+17,476180625,1 bath,1,1
7.07E+17,449045592,2 baths,1,1
7.16E+17,410019817,1 bath,1,1
7.31E+17,75655904,1 bath,2,2
7.35E+17,53183691,1 bath,1,1
40929480,37273608,1.5 baths,2,4
7.56E+17,476583114,2 baths,3,3
34840495,262657892,2 baths,5,5
39725627,305327549,1 bath,1,1
5.99E+17,176950173,1 bath,1,1
20926888,11638358,2.5 baths,3,4
25997748,57257950,1 bath,1,1
43558967,4485400,1 bath,1,1
48286996,312661846,1 bath,3,5
49133282,381515765,1 bath,1,1
51327577,8567200,1.5 baths,1,1
5.63E+17,303771161,1 bath,4,5
6.43E+17,219517861,1 private bath,,1
6.75E+17,452868879,1 bath,1,1
7.22E+17,464239630,1 bath,3,3
7.71E+17,61200758,1 private bath,1,2
7.71E+17,61200758,1 private bath,,2
92242,496426,1 bath,1,2
2856770,14565422,2 baths,3,4
6314148,24874937,1 bath,1,1
6574595,909577,1 shared bath,2,2
21995314,95459395,1 bath,1,1
21995511,95459395,1 bath,1,1
21995672,95459395,1 bath,1,1
21995866,95459395,1 bath,1,1
21996644,95459395,1 bath,1,1
21997247,95459395,1 bath,1,1
29295665,3053587,1 private bath,1,1
31444634,48392689,2 baths,3,5
39749929,5190491,1 bath,,1
42979450,2557904,2.5 baths,2,2
48938894,219517861,1 bath,,
51711068,163251048,1 bath,1,1
53613794,13529740,1 bath,2,2
54142171,65178149,2 baths,2,2
54229825,420088913,2 baths,2,2
5.42E+17,440957041,1 bath,3,5
5.70E+17,359903354,2 baths,3,4
6.83E+17,15027104,3 baths,3,3
7.12E+17,477805197,1 shared bath,1,1
2791688,4731948,1 bath,2,2
19905347,36447774,1 bath,1,1
30324273,226406882,1 private bath,3,3
42034456,97824215,2 baths,1,2
7.71E+17,112740171,1 bath,1,1
31290477,231691559,2 baths,,
32554867,53750726,1 bath,1,1
33660911,61084210,1.5 baths,3,3
42664793,285727534,1 bath,3,1
50424036,15835028,1 bath,2,3
53958886,435938215,1 private bath,1,2
53958975,435938215,1 private bath,1,2
53959024,435938215,1 private bath,1,2
5.95E+17,107434423,2 baths,2,2
3963635,20543178,2.5 baths,3,4
16268350,104626152,2 baths,3,3
48230820,262570325,1 bath,2,2
50217850,32924585,1 bath,1,1
53942045,435938215,1 private bath,1,2
53942133,435938215,1 private bath,1,2
53942134,435938215,1 private bath,1,2
5.44E+17,9060287,1 bath,1,1
6.34E+17,460624166,1 bath,3,4
6.84E+17,435938215,1 private bath,1,2
6.84E+17,435938215,1 private bath,1,2
6.84E+17,435938215,1 private bath,1,2
6.84E+17,435938215,1 private bath,1,2
7.70E+17,1033970,1.5 baths,2,2
5.96E+17,452371640,2 baths,3,7
7.73E+17,112740171,1 bath,1,1
21110709,59959974,1 bath,3,5
32678721,244361589,1 private bath,1,1
7.57E+17,472442549,1 bath,3,3
7.61E+17,52547346,1 bath,1,2
37773215,275347368,1 bath,2,2
37806107,283475603,2 baths,3,4
40492496,75248463,2 baths,4,4
42404526,107434423,1 bath,1,1
52654519,2011516,1 bath,1,1
53349734,107434423,1.5 baths,2,2
7.20E+17,17647550,1 bath,,1
7.21E+17,196583636,1 bath,1,1
7.21E+17,17775359,3 baths,4,4
21851586,158757567,2.5 baths,4,5
52339476,1033970,3 baths,2,2
6.80E+17,26349246,1 bath,3,4
7.67E+17,51589519,1.5 baths,2,2
7.51E+17,107434423,1 bath,1,1
7.58E+17,61408134,1 private bath,1,1
32678719,244361589,1 private bath,1,1
34316788,258159396,1 bath,3,3
40756456,314151200,1 private bath,1,1
5.66E+17,441793133,1 private bath,1,1
6.15E+17,45400201,2 baths,3,4
6.36E+17,22214626,2 baths,2,2
7.53E+17,107434423,2 baths,2,2
35654692,258376648,1 bath,3,4
53693977,107434423,1.5 baths,2,2
7.70E+17,21170120,2 baths,3,4
3440595,15270760,2 baths,3,3
39535849,303764720,1 bath,1,1
42404707,107434423,2 baths,2,2
46720587,107434423,1.5 baths,2,2
47101251,36057973,1 bath,2,2
53772655,435343534,1 bath,1,1
6.36E+17,1132121,1 bath,2,4
6.50E+17,219517861,1 bath,,1
6.99E+17,29294346,1 bath,1,2
7.16E+17,472025501,1 bath,2,2
7.44E+17,127201714,1 private bath,3,3
39878204,107434423,2 baths,2,2
42584572,256878517,2 baths,4,6
46667674,107434423,1 bath,1,1
23277230,128579948,1 bath,2,3
41289512,211549023,1 bath,2,4
45578810,369104627,1 bath,1,2
51978202,102618751,2 baths,6,8
6.03E+17,452278012,1 bath,1,1
6.68E+17,20318406,1 bath,1,1
23627589,170444830,1 bath,1,1
32678726,244361589,1 private bath,1,1
40582333,314457702,1 bath,2,2
54239768,314253814,1 bath,1,3
5.53E+17,404940500,2 baths,2,3
5.64E+17,219517861,1 bath,,1
5.98E+17,388603242,1 bath,2,3
7.38E+17,482862186,1 bath,3,4
7.51E+17,486042229,1 bath,3,4
3752069,19202140,1 bath,2,3
46195125,56764202,1 bath,3,3
15266254,62563056,1 bath,,2
24560314,19703783,1 bath,1,2
42529554,1596626,1 bath,2,2
49966373,6305499,1 bath,2,2
52172527,411740512,1 bath,1,2
6.48E+17,358288637,1 bath,2,4
1861572,639526,3.5 baths,3,4
21850834,159369488,1 bath,2,4
49946146,341752262,1 bath,2,3
7.23E+17,463902090,1 bath,3,4
7.63E+17,107434423,2.5 baths,3,3
25734018,34758216,2 baths,2,3
40047091,107434423,2 baths,2,2
49013421,38592279,1 private bath,,1
6.73E+17,15270760,2 baths,3,3
7.00E+17,107434423,2 baths,2,2
7.14E+17,48628501,2 baths,2,2
7.22E+17,480736889,1 bath,3,3
7.29E+17,4316334,2.5 baths,3,3
204065,51038,1 bath,2,5
27598707,164291123,1 shared bath,1,1
40756435,314151200,1 private bath,1,1
7.38E+17,483628357,2.5 baths,3,3
2735104,9419684,1 bath,1,1
12001322,30283594,1 bath,1,1
12001638,30283594,1 bath,1,1
12001854,30283594,1 bath,1,1
12084100,30283594,1 bath,1,1
12085680,30283594,1 bath,1,1
12089013,30283594,1 bath,1,1
16408041,107504773,2 baths,4,4
16718154,9419684,1 bath,1,1
21230082,153419495,1 bath,2,5
35385249,739539,1 private bath,1,2
40620489,313650853,2 baths,3,3
40869871,219517861,1 bath,1,1
43130098,9419684,1 bath,1,1
43130244,9419684,1 bath,1,1
43273217,9419684,1 bath,1,1
43273224,9419684,1 bath,1,1
43273227,9419684,1 bath,1,1
43273232,9419684,1 bath,1,1
43273238,9419684,1 bath,1,1
43273252,9419684,1 bath,1,1
43888356,107434423,2 baths,2,2
46054095,19124985,1 bath,1,1
47169602,107434423,2 baths,2,2
52094310,142030905,1 bath,1,1
53236209,12533228,1 bath,2,2
53483948,240200216,1 bath,1,2
5.82E+17,270074042,1 bath,2,3
6.84E+17,79275751,1 bath,,1
6.99E+17,6279066,1.5 baths,3,4
7.12E+17,100277101,1 bath,1,4
7.18E+17,269215864,1 bath,2,2
7.70E+17,12384385,2 baths,2,1
253332,552343,2 baths,2,3
289665,1503831,1 bath,1,1
1334793,671579,2.5 baths,3,5
1910270,9912620,2.5 baths,4,5
3018031,15321979,1 bath,,1
4294969,4473916,1 bath,1,1
4587905,3693416,1 bath,2,2
4619579,23929065,1 bath,1,1
4967114,25605887,1 bath,1,1
4996027,45384,1 bath,1,1
5825911,22627992,2 baths,4,4
6594861,34501360,2 baths,3,4
6626894,13500220,2.5 baths,2,2
6640144,34512551,1 bath,1,2
7279583,1557442,2.5 baths,3,3
7457091,24450956,1 bath,1,1
7496211,6520502,1 bath,,1
8147651,11635800,2.5 baths,3,3
8709068,43820172,1 bath,1,1
9212510,28570275,2 baths,2,2
9362788,812866,2 baths,2,5
9444819,14266812,2 baths,2,2
9492678,1335392,2 baths,1,1
9594892,10651357,2 baths,2,2
9614672,7534128,1.5 baths,1,1
10514879,4118478,2 baths,2,2
10548910,52262589,1 bath,2,2
12328112,1180190,1.5 baths,2,2
14131726,2450852,1 bath,,1
15345019,88972153,1 bath,2,2
15758526,9718720,2 baths,3,2
16101910,28867552,3 baths,3,4
16331969,15130664,2 baths,2,4
20710255,2504873,2 baths,3,4
21518467,1493123,1.5 baths,3,3
21935727,1341264,2 baths,2,2
22117983,101430405,1 bath,1,1
22409935,57044398,1 bath,1,1
25308697,15807180,2 baths,2,3
28911830,191085997,2.5 baths,2,2
29777340,3783926,1 private bath,1,1
31561372,229288524,1 bath,1,3
33387469,45690587,1 bath,1,2
33928971,158709729,1 bath,1,2
33930883,49796888,2 baths,2,2
34391029,258221896,2 baths,3,3
37117469,140981137,1 bath,1,1
37508572,280179412,1 bath,1,1
37932566,13428395,1.5 baths,2,2
39483163,30009273,2.5 baths,4,4
39562028,303976214,1 bath,2,2
39877934,107434423,1.5 baths,2,2
39985482,1694794,1 bath,1,1
40115768,11829141,1 bath,1,1
40727260,28342817,2.5 baths,3,4
41178612,161432983,1 bath,1,2
41348789,346356,3 baths,3,3
41493321,326666759,1 bath,1,1
41974087,255476834,2.5 baths,3,3
43098254,230670970,1.5 baths,2,2
43578161,110359,4.5 baths,4,
43742075,806776,1 bath,1,1
44769471,1556814,2 baths,2,5
44845241,1850631,2 baths,2,2
45698737,225597185,1 bath,1,2
45774143,315563761,1 bath,,1
45926638,342996270,1 bath,1,1
46211796,107434423,2 baths,2,2
46415505,3351317,1.5 baths,1,1
46544231,2867137,2.5 baths,3,3
47076985,13977506,3 baths,6,3
47269867,24767731,1 bath,1,1
47861526,70936,2.5 baths,3,3
48188009,388770258,2.5 baths,3,3
49513454,2867137,2 baths,3,3
49878744,2495677,1 shared bath,3,4
50147460,50506922,2.5 baths,2,2
51344320,19015886,1 bath,2,2
51670402,418613898,1 bath,3,4
52108798,366413815,2 baths,2,3
52109105,395282289,2 baths,2,3
52417450,424269485,1 bath,2,2
52453861,5925946,1 bath,2,2
52583836,14479137,1 bath,1,1
52792081,11694793,1 bath,2,3
53229531,128579948,1 bath,1,2
53261040,132866292,1 bath,2,2
53306020,9818387,2 baths,3,4
53463479,61778849,1 bath,4,4
53613856,1225763,1 bath,1,1
53661970,390205488,3 baths,3,3
53894136,305327549,1 bath,1,1
5.61E+17,305327549,2.5 baths,2,2
5.64E+17,71333426,1 bath,1,2
5.73E+17,38494678,1 bath,1,2
5.78E+17,26349246,1.5 baths,4,4
5.97E+17,38759249,1 bath,2,2
6.18E+17,119645121,1.5 baths,3,4
6.29E+17,455208592,1 bath,3,3
6.33E+17,206401800,2 baths,3,5
6.33E+17,14524586,2 baths,2,2
6.40E+17,62785237,1.5 baths,3,3
6.43E+17,9121728,2.5 baths,2,2
6.48E+17,430327041,1 bath,2,3
6.54E+17,146634198,1 bath,1,1
6.57E+17,381060830,1 bath,1,1
6.65E+17,57277589,5 baths,5,5
6.86E+17,472062578,1 bath,1,2
6.94E+17,314253814,1 bath,1,3
6.97E+17,475789318,2.5 baths,2,3
7.09E+17,248330,2 baths,2,2
7.11E+17,356941181,1 bath,1,1
7.12E+17,421622371,1.5 baths,3,2
7.17E+17,478633299,1 bath,,1
7.23E+17,16480700,1 bath,1,1
7.24E+17,206952308,2 baths,2,2
7.26E+17,2463252,1 bath,3,3
7.30E+17,189962349,2 baths,3,4
7.32E+17,479072627,2 baths,4,4
7.32E+17,131922045,1 bath,1,1
7.36E+17,299371992,1.5 baths,4,5
7.48E+17,50551622,1 bath,1,1
7.52E+17,280508009,1 private bath,1,1
7.53E+17,71732672,2 baths,2,3
7.57E+17,402968576,1 private bath,1,2
7.58E+17,249006,3 baths,3,3
7.60E+17,22160696,1 bath,1,1
7.62E+17,470044067,1 bath,1,1
7.65E+17,76480667,2 baths,2,2
30392986,107434423,1 bath,1,1
37582488,378112960,2 baths,2,2
46480002,107434423,2 baths,2,2
51688592,418755715,1.5 baths,4,5
6.41E+17,462407543,2 baths,2,2
7.06E+17,378112960,3 baths,3,3
41997496,107434423,1 bath,2,2
51164192,414079399,1.5 baths,3,3
7.62E+17,4836786,2 baths,2,2
45070596,362635506,1 bath,2,3
7.59E+17,111723789,1 bath,1,1
14203322,35605738,2 baths,2,5
19307997,105703386,2 baths,2,2
47961631,77829151,1 bath,1,2
50195261,404940500,3 baths,4,4
50688922,107434423,1.5 baths,1,1
7.68E+17,425279126,2 baths,1,2
152819,132701,2 baths,3,3
11866751,30283594,1 bath,1,2
39551462,303884392,3 baths,4,4
46964389,379247545,1 bath,1,2
5.83E+17,449206723,1 bath,1,1
5.86E+17,154032932,1 bath,1,1
6.27E+17,459192204,1 bath,2,1
6.35E+17,61924400,1 bath,3,3
6.55E+17,1624498,2.5 baths,3,3
6.90E+17,232146479,1 bath,2,2
7.57E+17,257985993,1 bath,1,1
1060019,5837033,1.5 baths,1,3
39921812,306996701,1 private bath,1,2
50468791,17647550,1 bath,1,1
7.06E+17,107434423,2 baths,2,2
7.51E+17,107434423,2 baths,3,3
40756300,314151200,1 private bath,1,1
53214276,407939379,1 bath,,1
6.16E+17,107434423,2 baths,2,2
6.70E+17,7602098,1 bath,2,2
7.22E+17,480647027,1 bath,3,3
31036861,908906,2 baths,3,3
7.14E+17,107434423,2 baths,2,2
126443,627217,2 baths,2,4
48920131,238328671,2 baths,2,2
44936827,362615913,2 baths,2,3
5.67E+17,169201845,2.5 baths,3,6
5.99E+17,176950173,1 bath,1,1
5.99E+17,380729610,2 baths,3,4
6.41E+17,462391525,3 baths,4,4
46498576,107434423,2 baths,2,2
51008582,107434423,2 baths,2,2
5.99E+17,388603242,1 bath,2,3
6501082,33977623,2 baths,3,4
39190658,221573750,1 private bath,1,1
41609145,107434423,1 bath,1,1
49898328,17775359,2.5 baths,4,4
53346294,427705801,2.5 baths,1,1
6.81E+17,472043490,4 baths,5,5
479002,1708956,2 baths,4,5
22985354,4181378,2.5 baths,3,3
40035713,1261480,1.5 baths,1,2
49702148,381698920,1 bath,4,4
52685694,381698920,1 bath,3,3
53250544,13603829,2 baths,3,4
53751580,435341575,Half-bath,1,1
5.87E+17,2484383,1 bath,1,1
6.40E+17,461252637,1 bath,,4
7.23E+17,480790832,1 bath,1,1
7.45E+17,147536196,1 bath,2,2
7.47E+17,12246186,2 baths,3,3
7.64E+17,488374555,1 bath,1,1
1313593,7138163,1 bath,2,3
26953759,176950781,1 bath,,1
30824853,5503926,2 baths,2,3
39439169,269116777,2 baths,4,6
42890032,285727534,1 bath,3,3
49274169,1130454,2 baths,2,3
49670237,65319038,3.5 baths,3,4
53940796,86132928,2 baths,2,2
6.60E+17,442517492,1 bath,1,2
7.38E+17,449206723,1 bath,1,1
48100962,107434423,1 bath,1,1
51044853,341752262,1 bath,2,3
52384047,603486,2.5 baths,3,3
5.89E+17,450945400,2.5 baths,3,3
40756268,314151200,1 private bath,1,1
50288716,38592279,1 private bath,,2
50636537,38592279,1 private bath,,2
6.70E+17,45400201,2 baths,3,3
20762985,98259615,1 bath,1,1
7.09E+17,435847805,4 baths,6,9
7.41E+17,470432853,3.5 baths,4,7
5402672,28005408,1.5 baths,1,1
9235437,9419684,1 bath,1,2
12951215,30283594,1 bath,1,2
13430012,30283594,1 bath,1,2
13430483,30283594,1 bath,1,2
13431257,30283594,1 bath,1,2
13431793,30283594,1 bath,1,2
14442338,30283594,1 bath,1,2
18869545,9419684,1 bath,1,2
24424840,148272313,1 bath,1,1
24992835,157402346,1 bath,3,3
32714098,30283594,1 bath,1,2
32714435,30283594,1 bath,1,1
35520176,217625111,3 baths,2,3
41893558,154741428,1 bath,4,4
42994330,30283594,1 bath,1,1
42995799,30283594,1 bath,1,1
43098968,9419684,1 bath,1,2
43099620,9419684,1 bath,1,2
43106068,9419684,1 bath,1,2
43106069,9419684,1 bath,1,2
43106070,9419684,1 bath,1,2
43106544,9419684,1 bath,1,2
43106565,9419684,1 bath,1,2
43106566,9419684,1 bath,1,2
43106569,9419684,1 bath,1,2
43118939,9419684,1 bath,1,2
43118946,9419684,1 bath,1,2
43118961,9419684,1 bath,1,2
43328672,30283594,1 bath,1,2
43328685,30283594,1 bath,1,2
43476086,9419684,1 bath,1,2
51215526,30283594,1 bath,1,2
14619860,6321996,1 bath,1,2
51274011,413875067,1 bath,2,2
6.55E+17,162280872,2.5 baths,3,3
3873451,19979360,1 shared bath,1,1
14899111,36435055,2 baths,2,3
35740468,6524762,1 bath,,1
51570734,19638146,1 bath,2,2
6.53E+17,365347511,1 bath,2,4
6.94E+17,445893943,1 shared bath,2,1
54117594,164291123,1 bath,1,1
5.98E+17,404940500,3.5 baths,3,3
26743923,164291123,1 bath,3,8
36404568,107434423,2 baths,2,2
6.66E+17,391579286,2 baths,5,9
5652403,3999695,1 bath,1,1
18692028,128707088,2 baths,3,3
20912594,12123995,1 bath,2,3
21996542,11951403,1.5 baths,2,3
25135206,945063,2 baths,2,2
34384453,259262728,1 bath,1,2
36943029,75268330,2 baths,4,7
39610139,213388301,1 private bath,1,2
49436928,394817730,1 private bath,,4
51472557,58183447,2 baths,3,3
53728281,107434423,1 bath,1,1
54315006,8519823,2 baths,3,3
4.98E+17,432468665,1 bath,1,2
6.43E+17,25962671,1 bath,1,1
6.87E+17,40038018,2 baths,2,2
38956942,268613328,1 bath,1,1
6.23E+17,107434423,2 baths,2,2
7.72E+17,46167132,1 bath,1,2
45494737,3317431,2 baths,2,3
6.72E+17,131649335,2 baths,2,2
7.47E+17,107434423,1 bath,2,2
45694688,24999007,4.5 baths,3,4
50620615,187466087,1 bath,3,3
5.89E+17,33128396,1 bath,1,3
6.89E+17,407566959,1.5 baths,1,1
6.92E+17,107434423,2 baths,2,2
11786930,672573,2.5 baths,3,4
35338703,241889662,1 private bath,1,2
45939028,14361027,1 bath,1,2
49259071,12133063,1 bath,1,2
49946280,402749186,2 baths,1,3
52168779,219517861,1 bath,,
53704772,258057196,1 bath,2,2
6.03E+17,305327549,1 bath,1,1
6.30E+17,107434423,2 baths,2,2
6.85E+17,60658676,2 baths,2,2
7.12E+17,16342472,1 bath,1,3
7.51E+17,145957100,1 private bath,1,1
6059556,1098902,2 baths,3,3
8621133,41420696,1 bath,2,3
28606376,215897007,1 private bath,2,3
32059651,8013189,1.5 baths,2,1
5.80E+17,170566147,2 baths,3,3
6.12E+17,66506549,1 shared bath,1,3
6.58E+17,466269799,1.5 baths,2,4
6.90E+17,107434423,1.5 baths,2,2
7.25E+17,481222916,2 baths,3,4
7.35E+17,24146326,1 shared bath,1,1
7.54E+17,7114486,2 baths,2,2
7.62E+17,308316618,2.5 baths,3,4
7.64E+17,499232,2 baths,3,3
37586370,378112960,1 bath,2,2
6.74E+17,89235923,1 bath,2,3
8720702,2549463,2 baths,1,1
22431770,164291123,1 private bath,1,1
30937756,219517861,1 bath,1,1
37633552,18999923,2.5 baths,2,3
6.62E+17,467292475,1 bath,2,3
5.62E+17,107434423,1.5 baths,2,2
1776732,7379093,2 baths,2,5
51826933,342201767,2 baths,2,5
52645802,426162945,2.5 baths,3,4
53625595,38837666,2 baths,2,2
7.03E+17,309395681,2 baths,3,11
9434513,48899736,2.5 baths,3,7
22142447,1694701,2 baths,2,4
24699301,20912691,2 baths,4,7
50806836,220629418,1 bath,2,2
7.19E+17,1368251,2 baths,3,3
7.50E+17,257889696,2 baths,3,3
7.51E+17,463289384,1 bath,1,2
52481960,107434423,2 baths,2,2
5.95E+17,107434423,1.5 baths,1,1
6.26E+17,283812343,2 baths,2,2
6.60E+17,37918574,2 baths,3,3
7.58E+17,25859472,2 baths,2,2
26029326,95459395,1 bath,1,2
40756255,314151200,1 private bath,1,2
51822545,163251048,1 bath,1,2
7.68E+17,361456321,1 bath,2,3
52084225,359097710,1 shared bath,1,1
7.41E+17,5117643,2 baths,2,2
16031639,3559865,2.5 baths,3,3
31978555,169758977,1 bath,2,3
51475405,739539,1 private bath,1,1
6.08E+17,107434423,2 baths,3,3
6.52E+17,24528756,1 bath,1,1
6.56E+17,257895306,1 bath,4,5
19674497,251039,1 bath,2,2
22076359,161268152,1.5 baths,3,3
30387838,107434423,1 bath,1,1
43537431,188051537,1 bath,2,2
45943671,369104627,1 bath,1,2
48266114,87639559,1 bath,2,2
48943933,87639559,1 bath,2,3
48981222,87639559,1 bath,2,3
49016783,87639559,1 bath,2,3
49019237,87639559,1 bath,2,2
52968366,27154041,2 baths,3,4
53434737,50250626,2.5 baths,4,6
54115612,87639559,1 bath,2,2
54144435,13488265,2.5 baths,2,1
6.35E+17,372716614,1 bath,1,1
7.26E+17,429781557,1 bath,1,4
7.69E+17,87639559,1 bath,2,3
8595346,642004,1 bath,2,3
1027808,5655889,2 baths,2,1
18024561,47536613,1 bath,3,3
39022484,241889662,1 private bath,1,1
5840936,16245414,1 bath,,2
47890017,103737324,1 bath,1,1
5.78E+17,4991325,2 baths,2,2
7.26E+17,25138314,1 bath,1,1
7.29E+17,481994804,1 bath,3,6
7.52E+17,46167132,1 bath,1,3
7.68E+17,25138314,1 bath,1,1
7.68E+17,25138314,1 bath,1,1
22187361,202285,1 bath,1,1
5.74E+17,308578179,1 private bath,1,1
7.25E+17,219517861,1 bath,1,1
255957,506779,2 baths,2,2
439870,1903758,2 baths,4,4
2965008,37879,1.5 baths,2,3
6377384,1993978,1 bath,1,2
7177666,37587378,2 baths,2,2
19858046,140433041,1 bath,2,2
